Light,Water Purifier,Exhaust Fan,Stove,Fan,Geyser,Bed,Modular Kitchen,AC,Chimney,Washing Machine,Fridge,Curtains,Sofa,Wardrobe,Dining Table,Microwave,TV
7,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0
14,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,8,0,1,1,0,0,11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,5,0,0,1,5,1,0,0,0,0,3,0,0,0
0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,7,4,0,1,5,1,0,0,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,1,5,4,0,1,5,1,1,1,5,1,4,1,1,1
25,0,1,0,7,4,0,1,0,1,0,0,1,0,3,0,0,0
10,0,1,1,5,3,0,1,5,1,1,1,0,1,4,0,1,0
3,0,1,0,3,3,0,1,3,1,0,0,0,0,2,0,0,0
0,0,1,0,4,2,0,1,0,0,0,0,1,0,4,0,0,0
7,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,1,6,5,0,1,6,1,1,1,0,0,4,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,1,3,3,0,1,3,1,0,0,3,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
10,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,1,7,5,0,1,6,1,0,0,0,0,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
10,0,1,1,5,4,0,1,3,1,0,0,3,0,3,0,0,0
0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0
0,1,1,0,0,2,0,1,0,1,1,0,1,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,10,2,4,1,2,1,1,0,0,0,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,1,0,20,12,0,1,12,1,0,0,0,0,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0
6,1,1,0,5,2,0,1,0,0,0,0,1,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,6,0,0,1,5,1,0,0,0,0,3,0,1,0
23,0,1,0,7,3,0,1,5,1,0,0,4,0,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
5,0,0,0,5,2,0,1,0,0,0,0,0,0,3,0,0,0
10,0,1,0,8,3,0,1,3,1,0,0,0,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,10,12,0,1,6,1,0,0,0,0,10,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1,1,20,16,0,1,16,4,0,0,2,0,16,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,0,10,4,0,1,4,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,0,7,3,0,0,4,1,0,0,15,0,5,0,1,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,0,4,2,0,1,0,1,0,0,1,0,2,0,0,0
0,0,1,0,0,12,0,1,12,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,3,1,0,1,1,1,0,0,0,0,6,0,0,0
26,0,0,0,10,5,0,0,5,1,0,0,0,0,4,0,1,0
0,1,0,1,7,4,0,1,6,1,1,1,3,0,4,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,1,1,5,3,0,1,0,1,0,0,0,0,5,0,0,0
0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,5,3,0,1,5,1,0,0,0,0,3,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
17,0,0,0,14,9,0,0,10,9,0,0,0,0,10,0,0,10
6,0,1,0,5,1,0,1,0,0,0,0,0,0,3,0,0,0
6,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,1,0,5,3,0,1,0,1,0,0,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,7,3,0,1,0,0,0,0,1,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,5,1,0,1,4,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0
15,0,1,0,7,4,0,1,6,1,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
10,0,1,1,6,4,0,1,0,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
10,1,0,0,4,0,0,0,0,1,0,0,1,1,0,1,1,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,4,1,0,1,0,1,0,0,0,0,2,0,0,0
4,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1
30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,7,1,0,1,0,0,0,0,0,0,3,0,0,0
1,1,1,1,8,5,0,1,6,1,1,1,9,1,5,1,1,1
69,0,1,1,9,5,0,1,7,1,0,0,0,0,4,0,0,0
10,0,0,0,5,0,1,0,3,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,1,3,0,1,0,1,0,0,2,0,3,0,0,0
4,0,0,0,3,3,0,0,4,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,9,5,0,1,0,1,0,0,0,0,4,0,0,0
8,0,1,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0
15,0,1,1,7,4,0,1,4,1,0,0,3,0,3,0,0,0
10,1,1,1,7,4,0,1,5,1,1,1,0,0,3,0,1,0
10,0,1,0,5,3,0,1,5,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,1,6,4,0,1,6,1,0,1,7,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0
16,0,1,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0
14,1,1,0,4,2,0,1,3,1,1,0,5,0,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
17,1,1,1,6,4,0,1,6,1,0,0,1,0,3,0,0,0
25,0,1,0,10,10,0,1,0,1,0,0,0,0,7,0,0,0
10,0,1,0,3,1,0,1,0,1,0,0,0,0,2,0,0,0
1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
20,0,1,0,7,0,0,1,6,0,0,0,0,0,5,0,0,0
4,1,1,0,4,3,0,1,4,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,7,3,0,1,4,1,0,0,2,0,4,0,0,0
25,1,1,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,7,2,0,1,3,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,1,0,6,5,0,1,4,0,0,0,5,0,3,0,1,1
30,0,0,0,8,0,0,1,0,0,0,0,0,0,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0
14,0,1,1,5,3,0,1,4,1,0,0,1,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,4,4,0,1,0,0,0,0,1,0,4,0,0,0
15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,3,2,2,1,3,1,1,1,1,1,2,1,1,0
8,0,1,0,4,3,0,1,3,1,0,0,0,0,6,0,0,0
8,0,1,0,6,3,0,1,0,1,0,0,0,0,3,0,0,0
5,0,0,0,4,1,0,1,0,0,0,0,0,0,3,0,0,0
1,0,1,0,3,1,0,1,0,1,0,0,3,0,2,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,1,8,6,0,1,0,1,1,1,1,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,1,5,3,0,1,1,1,1,1,5,1,3,1,1,1
7,0,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0
29,0,1,0,4,3,0,1,0,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,1,6,7,0,1,7,2,0,0,1,0,10,0,1,0
16,0,1,1,8,5,0,1,0,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
5,0,1,0,5,0,0,1,5,1,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,5,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0
4,1,1,0,4,1,2,1,0,0,0,0,1,0,2,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,16,5,0,1,11,1,0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,2,2,1,0,1,1,1,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0
12,1,1,1,5,1,0,1,5,1,0,1,4,1,3,1,1,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,1,1,5,3,0,1,4,1,0,0,16,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,0,14,6,0,1,4,1,0,0,1,1,8,1,0,0
16,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,6,0,0,1,0,1,0,0,0,0,4,0,0,0
5,0,0,0,4,0,0,1,4,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,7,0,0,1,0,0,0,0,1,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,4,0,0,4,1,0,0,0,0,2,0,1,0
10,0,1,0,7,2,0,1,2,1,0,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,1,1,8,6,0,1,7,1,0,0,0,0,22,0,0,0
10,1,1,1,6,4,0,1,5,1,1,1,0,0,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,1,6,4,4,1,6,1,1,1,1,1,4,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,0,5,2,0,1,0,0,0,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,0,9,6,0,1,0,1,0,0,0,0,6,0,0,0
4,1,1,0,3,1,0,1,1,0,0,1,1,1,2,0,0,0
7,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,6,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,1,0,24,0,0,1,0,3,0,0,0,0,22,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,3,1,0,1,4,1,0,0,1,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15,0,1,0,6,3,0,1,5,1,0,0,4,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0
21,0,1,0,6,3,0,1,5,1,0,0,1,0,3,0,0,0
16,1,1,1,4,4,0,1,0,1,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,5,5,5,1,8,1,1,1,1,1,4,1,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,1,5,5,0,1,6,1,0,0,1,0,4,0,0,0
0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0
16,0,1,1,5,4,0,1,5,1,0,0,8,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,1,2,0,1,0,1,0,0,1,0,1,0,0,0
2,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0
3,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,1,4,4,3,1,4,1,0,1,1,1,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,3,0,1,5,1,0,0,0,0,3,0,0,0
14,0,1,0,9,4,0,1,6,1,0,0,1,0,5,0,0,0
5,0,1,0,5,2,0,1,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
6,0,1,0,2,1,0,1,2,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0
8,0,1,0,4,2,0,1,4,1,0,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,5,3,0,1,4,1,0,0,0,0,0,0,0,0
12,1,1,0,9,3,0,0,2,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,1,6,4,0,1,5,1,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,1,1,0,5,3,0,1,4,1,0,0,1,0,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0
10,0,1,1,10,6,0,1,0,1,0,0,0,0,6,0,0,0
12,1,0,0,9,6,4,0,7,0,0,1,0,0,7,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,6,4,0,1,6,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,1,1,16,13,0,1,12,3,0,0,21,0,16,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,1,1,5,3,0,1,4,1,0,0,0,0,3,0,0,0
7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,0,5,3,0,1,4,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0
